can_smiles_solute,can_smiles_solvent,DGsolv,index,Exp_or_QM,Train/Valid/Test,predicted
CC(C)CC(C)C,Brc1ccccc1,-3.81,3834,Exp,Train,-3.814904
Cc1cccc(C)c1,CNC=O,-4.82,15232,Exp,Train,-4.9139037
Cc1ccccn1,c1ccccc1,-5.86,15665,Exp,Train,-6.059447
CC(C)C=O,CCOC(C)=O,-4.05,3779,Exp,Train,-4.025938
Oc1ccccc1F,Cc1ccc(C)cc1,-5.86,22398,Exp,Train,-5.844237
CC(F)F,Cc1ccccc1C,-1.62,4719,Exp,Train,-1.6124724
CC1=CC=C(C(C)C)CC1,CC1=CC=C(C(C)C)CC1,-6.58,5239,Exp,Train,-6.650889
O=C(C(=O)c1ccccc1)c1ccccc1,COC(C)CCO,-11.76,18620,Exp,Train,-11.728927
O,ClCCl,-2.63,18558,Exp,Train,-2.6462872
CN(C)C=O,C1CCCCC1,-3.82,12074,Exp,Train,-3.8294928
CC(=O)OCCC(C)C,O,-2.29,2808,Exp,Train,-2.2040992
CCOC(C)=O,CCOC(C)=O,-4.49,11129,Exp,Train,-4.502667
CC(C)C=O,CN(C)C=O,-4.09,3780,Exp,Train,-4.0520673
Nc1ccc([N+](=O)[O-])cc1,CCC(C)O,-11.88,18257,Exp,Train,-11.821131
CCCC=O,CCOC(C)=O,-4.33,7106,Exp,Train,-4.28941
CCCCCCO,CCCCCCC,-5.08,9120,Exp,Train,-5.0673757
CCc1ccccc1,OCCOCCOCCO,-4.31,11815,Exp,Train,-4.366109
c1ccc(-c2ccccc2)cc1,CCC(C)(C)O,-8.3,22836,Exp,Train,-8.408112
CC(C)=O,OCCOCCO,-3.32,3542,Exp,Train,-3.2749465
C=CC(C)=CCCC(=C)C,O,-0.55,1573,Exp,Train,-0.5403469
CCCNCCC,CCCCCCCCCCCCCCCC,-4.57,9936,Exp,Train,-4.582947
C=CCCCCCC,Nc1ccccc1,-3.82,1986,Exp,Train,-3.707682
Cc1ccsc1C,Cc1ccsc1C,-5.9,15708,Exp,Train,-5.9288855
CCCCCCC,CCCCl,-4.81,8009,Exp,Train,-4.77959
c1ccc2c(c1)ccc1ccccc12,CCCCCC,-10.03,23219,Exp,Train,-10.089854
CCCCCCCCCc1cccc2ccccc12,CCCCCCCCCc1cccc2ccccc12,-13.0,8943,Exp,Train,-12.941505
O=S=O,N#Cc1ccccc1,-2.59,21142,Exp,Train,-2.5627768
C=CC=C,CCCO,-2.16,1718,Exp,Train,-2.1449497
CCCC(C)C,CCCCCCCCO,-3.18,6897,Exp,Train,-3.1039863
O=C(O)c1ccc(O)cc1,CCO,-11.66,19586,Exp,Train,-11.67945
CC(C)O,Cc1ccc(C)cc1,-3.39,4378,Exp,Train,-3.3629296
COC(C)(C)C,CCCCCCC,-3.54,12998,Exp,Train,-3.5014863
c1ccc2cc3ccccc3cc2c1,CN(C)C=O,-11.55,23311,Exp,Train,-11.718126
C#CC,O,-0.395,165,Exp,Train,-0.36617166
COC(C)(C)C,CC(C)(C)O,-3.81,12994,Exp,Train,-3.7565587
C1CCCCC1,CCNC(C)=O,-3.41,770,Exp,Train,-3.4235306
O=[N+]([O-])c1cc[n+]([O-])cc1,CC(C)CC(C)(C)C,-7.06,21288,Exp,Train,-7.0675793
CCC[N+](=O)[O-],C1CCCCC1,-4.06,10205,Exp,Train,-4.0205507
CC(C)c1ccccc1,CCCCCCC,-5.72,4534,Exp,Train,-5.747498
C/C=C\C(=O)O,C/C=C\C(=O)O,-7.61,519,Exp,Train,-7.573214
CCCCN,O=S1(=O)CCCC1,-4.25,9462,Exp,Train,-4.2523956
CCCCCCOCCCCCC,CCCCCCOCCCCCC,-8.5,9180,Exp,Train,-8.34152
CCCOC(=O)CC,CCCOC(=O)CC,-5.46,10020,Exp,Train,-5.4370594
CC(C)(C)Cl,Brc1ccccc1,-3.44,3157,Exp,Train,-3.42705
CCCCCCCCCCCCCCCCCCCCCCCCCC,CC(C)(C)O,-15.8,8724,Exp,Train,-15.88031
C=CCCCCCC,C=CCCCCCC,-5.24,1965,Exp,Train,-5.184227
CCCCCCCC,CC(C)(C)O,-4.62,8156,Exp,Train,-4.560786
O=C(O)c1cccc([N+](=O)[O-])c1,CCCCOC(C)=O,-11.64,19749,Exp,Train,-11.648384
c1ccc2c(c1)Nc1ccccc1S2,C1COCCO1,-14.39,23110,Exp,Train,-14.404406
Nc1ccccc1[N+](=O)[O-],CC(C)CC(C)(C)C,-7.5,18383,Exp,Train,-7.552221
C=C(C)CC(C)(C)C,OCCOCCOCCO,-2.29,1250,Exp,Train,-2.283414
CCCCCCCCCC,O=CN1CCOCC1,-4.15,8486,Exp,Train,-4.116005
CCCCCC#N,CCCCCC#N,-6.45,7573,Exp,Train,-6.396046
CCCCCC,CCCCCCCCO,-3.185,7763,Exp,Train,-3.1674798
CC,O,1.83,4913,Exp,Train,1.774091
CC=C(C)C,OCCO,-0.76,5558,Exp,Train,-0.76341766
CC(F)F,CCC(C)(C)O,-1.36,4703,Exp,Train,-1.3800695
CNc1ccccc1,O,-4.6850000000000005,12600,Exp,Train,-4.643972
Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],COC(C)=O,-16.66,14474,Exp,Train,-16.6979
C=CCCCC,Cc1cccc(C)c1,-3.74,1902,Exp,Train,-3.7423172
c1ccc2c(c1)Nc1ccccc1S2,CC(C)O,-12.81,23117,Exp,Train,-12.935526
CCCCCCCCC,CO,-4.4,8392,Exp,Train,-4.421796
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCC(C)O,-12.34,11720,Exp,Train,-12.357893
C1COCCO1,CCCCN,-4.93,999,Exp,Train,-4.8962803
CCCCC,CCNC(C)=O,-2.35,7462,Exp,Train,-2.346767
CCCCCCCCCCCCCCCCCCCC,O,4.52,8670,Exp,Train,4.410673
COc1ccccc1C(=O)O,CC(C)(C)O,-11.01,13969,Exp,Train,-10.956802
CCCC(C)C,CCCC(=O)OCC,-3.46,6884,Exp,Train,-3.389503
COC(C)(C)C,COC(=O)OC,-3.52,13016,Exp,Train,-3.4864707
C1CCCCC1,N#CCc1ccccc1,-3.16,811,Exp,Train,-3.1931095
O=S=O,CS(C)=O,-4.71,21140,Exp,Train,-4.626948
CC(C)OC(C)(C)C,CN1CCCCC1=O,-3.66,4421,Exp,Train,-3.5671844
BrCc1ccccc1,CCCCO,-6.37,44,Exp,Train,-6.5072513
CC(C)Cl,O,-0.24,4294,Exp,Train,-0.26270813
CC(C)C(C)C(C)C,CCCCOC(C)=O,-4.56,3630,Exp,Train,-4.548995
CCCCOC(=O)CCCC,CCCCOC(=O)CCCC,-7.14,9603,Exp,Train,-7.1203427
C1CCCCC1,OCCc1ccccc1,-3.32,834,Exp,Train,-3.3433747
O=c1[nH]cc(Br)c(=O)[nH]1,CCCCCCCCO,-17.88,21581,Exp,Train,-17.80208
OCCS,OCCS,-7.07,22007,Exp,Train,-7.017465
C1CCNCC1,Cc1ccccc1C,-5.15,885,Exp,Train,-5.1439476
C=C(C)C,Cc1ccccc1C,-2.31,1193,Exp,Train,-2.242919
CCN,Ic1ccccc1,-2.73,10557,Exp,Train,-2.704391
O=C1CCCC1,CCCCCCCCO,-5.015,20229,Exp,Train,-5.024957
C=C(C)C1CC=C(C=O)CC1,O,-4.09,1216,Exp,Train,-4.2442436
C=O,CCCCO,-3.49,2210,Exp,Train,-3.465883
CC(=O)Oc1ccccc1C(=O)O,CCCCCO,-13.28,2925,Exp,Train,-13.400209
CCCCC(=O)O,CCCCOP(=O)(OCCCC)OCCCC,-8.82,7167,Exp,Train,-8.674452
CI,CCOCC,-3.51,11924,Exp,Train,-3.4904053
Nc1ccccc1,CCCCCCCCCCCCCCCC,-5.4,18354,Exp,Train,-5.38696
S=C=S,CC(C)=O,-3.07,22472,Exp,Train,-3.071183
c1ccc2c(c1)Cc1ccccc1-2,CN1CCCC1=O,-10.5,23034,Exp,Train,-10.659881
C,CCCCCCCCCC,0.24,363,Exp,Train,0.23122346
CCCCC(C)CCCC,CCCCC(C)CCCC,-6.33,7285,Exp,Train,-6.2616367
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,O,-0.01,1223,Exp,Train,0.03712701
Brc1ccc(Br)cc1,CCCCCC,-7.25,68,Exp,Train,-7.333976
CC(C)S,CC(C)S,-3.9,4472,Exp,Train,-3.918613
CCCCOC(=O)c1ccccc1,CCCCOC(=O)c1ccccc1,-8.83,9631,Exp,Train,-8.696585
COCCN,O,-6.55,13241,Exp,Train,-6.5154223
CCC,CCCCCCCCCCCCC,-1.54,6397,Exp,Train,-1.5159667
C=CC=C,CO,-2.14,1724,Exp,Train,-2.1036716
Nc1ccccc1,CCOC(C)=O,-7.49,18360,Exp,Train,-7.381938
Clc1ccc(-c2ccccc2Cl)cc1,O,-2.58,16410,Exp,Train,-2.4482684
Cc1cccc(C)n1,Cc1cccc(C)n1,-6.05,15270,Exp,Train,-6.121861
C/C=C/CCCCCC,C/C=C/CCCCCC,-5.92,500,Exp,Train,-5.880029
CC(C)OC(C)C,CCN1CCCC1=O,-3.23,4442,Exp,Train,-3.208848
C1COCCO1,C[N+](=O)[O-],-5.46,1023,Exp,Train,-5.422387
CCCCCN(C)N=O,O,-5.05,9218,Exp,Train,-4.9791784
CCCl,CCCl,-3.19,10279,Exp,Train,-3.1829567
FC(F)(Cl)C(F)(F)Cl,FC(F)(Cl)C(F)(F)Cl,-2.76,16828,Exp,Train,-2.7769892
Brc1ccc(Br)cc1,ClC(Cl)(Cl)Cl,-7.9,76,Exp,Train,-7.932125
CCCCCC(=O)O,CC(C)CO,-8.77,7591,Exp,Train,-8.613475
CCc1ccccc1,CCCCO,-4.46,11791,Exp,Train,-4.8461747
CCCCC,CC(=O)O,-2.36,7412,Exp,Train,-2.3330631
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,O,-0.46,15922,Exp,Train,-0.4152522
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,O,4.46,4574,Exp,Train,4.3050447
CN1CCCCC1,O,-3.88,12368,Exp,Train,-3.9339085
FS(F)(F)(F)(F)F,CCCCCCCCCCCC,0.06,17076,Exp,Train,0.087058336
CC1CCCCC1O,O,-4.79,5460,Exp,Train,-4.770049
Cc1cccc(C(=O)O)c1,CCC(C)O,-10.11,15192,Exp,Train,-9.907146
CCCCCCCCCC,OCCOCCO,-3.2,8488,Exp,Train,-3.2064376
CCCCCC(C)=O,Clc1ccccc1,-6.46,7670,Exp,Train,-6.38355
S=C=S,ClCCCl,-3.29,22487,Exp,Train,-3.3583298
N#Cc1ccccc1,CCCCCCCCCCCCCCCC,-5.51,17338,Exp,Train,-5.405126
CCCC,ClC(Cl)(Cl)Cl,-2.67,7050,Exp,Train,-2.6341383
CCCCCC,CC(=O)c1ccccc1,-3.04,7721,Exp,Train,-3.000695
COC(=O)C(C)C,COC(=O)C(C)C,-4.79,12726,Exp,Train,-4.72223
CCCC(=O)O,c1ccccc1,-5.3,6734,Exp,Train,-5.3066974
Cl/C=C\Cl,CCCCCCCCCCCCCCCC,-3.33,15840,Exp,Train,-3.2892797
C/C=C1\CC2C=CC1C2,C/C=C1\CC2C=CC1C2,-5.95,516,Exp,Train,-5.8540645
c1ccc2c(c1)-c1cccc3cccc-2c13,C1COCCO1,-13.04,22952,Exp,Train,-13.200979
C=CCCCC=C,CCOC(C)=O,-4.6,1921,Exp,Train,-4.427828
NCCOCCO,NCCOCCO,-9.5,17834,Exp,Train,-9.662865
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,O,-11.96,18033,Exp,Train,-11.967574
CCNc1nc(NC(C)(C)C)nc(OC)n1,O,-9.0,10662,Exp,Train,-8.773008
CCCCCCO,CCCCCCCCO,-7.06,9127,Exp,Train,-7.0225067
COS(=O)(=O)OC,O,-5.1,13375,Exp,Train,-4.943289
O=c1c2ccccc2sc2ccccc12,CCO,-11.88,21679,Exp,Train,-11.887698
CCC1CCCCC1,CCC1CCCCC1,-5.46,6536,Exp,Train,-5.4485016
CN,ClC(Cl)(Cl)Cl,-2.33,12274,Exp,Train,-2.313415
CCCCC(O)CC,O,-3.94,7395,Exp,Train,-3.9166522
CCCCCC,N#CCCCC#N,-1.5,7822,Exp,Train,-1.4841787
CCCCCC,Cc1ccccc1,-3.87,7809,Exp,Train,-3.8207417
c1ccc2cc3ccccc3cc2c1,ClCCl,-11.76,23324,Exp,Train,-11.866709
CCC=O,CCCCCCCCO,-4.140000000000001,6649,Exp,Train,-4.070736
CC(C)(C)Br,C1COCCO1,-3.81,3074,Exp,Train,-3.7807295
Cc1ccc(C)cc1,O=CN1CCOCC1,-4.98,14909,Exp,Train,-4.990182
CCCC,CC(C)=O,-2.13,7007,Exp,Train,-2.1212614
CC[N+](=O)[O-],O,-3.715,11638,Exp,Train,-3.7292514
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,CCCC(=O)OC,-13.01,19480,Exp,Train,-12.861774
C#CC,CC(C)CC(C)(C)C,-1.66,153,Exp,Train,-1.6485032
CCC(=O)CC,CCCCCCC,-4.04,5686,Exp,Train,-3.9927256
CC(C)C(=O)OC(=O)C(C)C,CC(C)C(=O)OC(=O)C(C)C,-7.05,3565,Exp,Train,-7.0715985
OCc1ccccc1,CCCCCCCCCCCCCCCC,-5.74,22064,Exp,Train,-5.7530174
CC,OCCO,0.21,4918,Exp,Train,0.24917823
CCCCO,CCCOCCC,-4.94,9550,Exp,Train,-4.9947705
c1ccccc1,NCCO,-3.09,23495,Exp,Train,-3.1948042
CCCCCCCCCC(CC)CC,CCCCCCCCCC(CC)CC,-8.66,8469,Exp,Train,-8.754554
NC(=S)c1c(Cl)cccc1Cl,O,-10.81,17671,Exp,Train,-10.865838
N#CCc1ccc(C(=O)O)cc1,O,-12.91,17281,Exp,Train,-12.312165
Cc1cccc(O)c1,CCCCCCCC,-5.19,15314,Exp,Train,-5.261006
C=CCCCCCCCC,CN(C)C=O,-5.12,2001,Exp,Train,-5.10948
CCCCCO,CCCCC,-3.92,9246,Exp,Train,-4.0599465
CCCCCCCCC,OCCO,-2.03,8419,Exp,Train,-1.9393227
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,CCCCCO,-12.83,19414,Exp,Train,-12.922297
Nc1ccc([N+](=O)[O-])cc1,COC(C)=O,-13.18,18263,Exp,Train,-13.066633
CO,CCCCOCCCC,-2.65,12648,Exp,Train,-2.6296523
Cc1ccccc1C,CCCCCO,-5.18,15549,Exp,Train,-5.1875362
CCCCO,CCOP(=O)(OCC)OCC,-6.0,9554,Exp,Train,-5.8911386
CC(C)=NO,CCCCCC,-3.74,3474,Exp,Train,-3.736177
CO,CCCCCCC,-1.29,12636,Exp,Train,-1.3090101
CN1CCCC1=O,C1CCCCC1,-5.73,12354,Exp,Train,-5.7732835
Cc1ccc(C)cc1,CCCCOC(C)=O,-6.1,14898,Exp,Train,-6.0557084
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,CCCCCOC(C)=O,-13.93,20568,Exp,Train,-14.002222
CCCC(C)=O,CCCCCCC,-4.07,6824,Exp,Train,-3.979445
c1ccccc1,c1ccncc1,-4.51,23526,Exp,Train,-4.535761
O=[N+]([O-])c1ccc(O)cc1,CCCCCCCC,-7.93,21388,Exp,Train,-7.754716
CCCCCCCCCC(=O)OC,O,-1.91,8450,Exp,Train,-2.005508
CC#N,ClCCl,-4.71,2259,Exp,Train,-4.7275414
CC(OC=O)c1ccccc1,CC(OC=O)c1ccccc1,-7.67,4830,Exp,Train,-7.6302686
O=[N+]([O-])c1cccc2ccccc12,CCCC(C)O,-9.83,21468,Exp,Train,-9.713091
CCCC[N+](=O)[O-],O,-3.09,9804,Exp,Train,-3.124403
CCCCCO,CCCCOC(C)=O,-5.78,9260,Exp,Train,-5.7974377
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCCCOC(C)=O,-24.94,6074,Exp,Train,-24.857338
CC(=O)CC(=O)OC(C)(C)C,CC(=O)CC(=O)OC(C)(C)C,-7.31,2389,Exp,Train,-7.1877203
Cc1cccc(OC(C)C)c1,Cc1cccc(OC(C)C)c1,-7.39,15335,Exp,Train,-7.354751
COCc1ccc(C(=O)O)cc1,C=CCCCCCCCCCCCCCC,-8.27,13298,Exp,Train,-8.2127285
C=C(C)C,CC(C)CCO,-1.99,1170,Exp,Train,-1.9926676
CCCC(C)=O,c1ccccc1,-5.14,6853,Exp,Train,-5.1093173
FC(F)=C(F)Cl,FC(F)=C(F)Cl,-2.31,16976,Exp,Train,-2.3375742
Oc1ccc2ccccc2c1,CCCCCCCCCC,-8.61,22280,Exp,Train,-8.64036
Cc1ccccc1,CCC#N,-5.16,15386,Exp,Train,-5.209328
CCN(CC)N=O,O,-5.46,10479,Exp,Train,-5.220008
NC=O,CCCCCCCCO,-7.8,17765,Exp,Train,-7.786928
CCCCCC(=O)O,ClC(Cl)Cl,-7.51,7606,Exp,Train,-7.4872622
ClC(Cl)=C(Cl)Cl,CCC(C)=O,-4.98,15926,Exp,Train,-4.9512224
COCCOCCOCCOCCOC,COCCOCCOCCOCCOC,-10.3,13278,Exp,Train,-11.123417
O=C(O)CCCCCCCCC(=O)O,CCCCCCO,-16.73,19071,Exp,Train,-16.785278
C=CCCCCC,C=CCCCCCCCCCCCCCC,-4.16,1929,Exp,Train,-4.1614184
CC(C)CC(C)C,CCCCCC,-4.35,3861,Exp,Train,-4.2994123
Oc1ccc(-c2ccccc2)cc1,CCCCOCCCC,-12.85,22176,Exp,Train,-12.84788
C1COCCO1,CC(C)CCO,-4.54,983,Exp,Train,-4.470198
CCC(C)=O,CCOCC,-4.1,5996,Exp,Train,-4.0965204
CCCCCI,CCCCCCCCCCCCCCCC,-5.63,9215,Exp,Train,-5.6105638
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCCCCCCCO,-11.55,21207,Exp,Train,-11.401001
c1cc2c3c(cccc3c1)CC2,CC(C)CCCC(C)CCO,-8.69,22708,Exp,Train,-8.842863
CCC(=O)O,CCOC(C)=O,-6.95,5734,Exp,Train,-6.864086
CCS(CC)=P([O-])([O-])c1ccc([N+](=O)[O-])cc1,c1ccccc1,-8.58,11529,Exp,Train,-8.64835
C1COCCO1,CCCCC,-4.02,991,Exp,Train,-3.9855535
CCOc1ccc(NC(C)=O)cc1,CO,-13.6,11459,Exp,Train,-13.605838
CCCCCCCCCCC(C)CO,CCCCCCCCCCC(C)CO,-11.0,8506,Exp,Train,-11.095698
Clc1ccccc1,CCCCCCCCCCO,-4.83,16615,Exp,Train,-4.759162
COC(C)=O,CNC(C)=O,-3.62,13063,Exp,Train,-3.606985
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,NC=O,-19.29,12316,Exp,Train,-19.466988
N#N,CCCCCCCCCCCO,1.46,17381,Exp,Train,1.5081149
CCCCOCCO,CCCCOCCO,-7.12,9721,Exp,Train,-7.1222663
O=C1c2ccccc2-c2ccccc21,CC(C)OC(C)C,-10.54,20485,Exp,Train,-10.628471
CCCCOC(C)=O,CCCCCCCCCCCCCCC,-4.49,9662,Exp,Train,-4.490341
C=CCCCC,CCNC=O,-2.85,1893,Exp,Train,-2.8626149
CCCCCCCC,Ic1ccccc1,-4.74,8237,Exp,Train,-4.7825813
CCCCO,Ic1ccccc1,-4.05,9569,Exp,Train,-4.029827
CCCCC=O,CO,-4.87,7562,Exp,Train,-4.8532233
CC(C)CC(C)C,COC(C)=O,-3.51,3887,Exp,Train,-3.4913697
ClC(Cl)(Cl)Cl,CCCCCN(CCCCC)CCCCC,-3.96,15883,Exp,Train,-3.9645076
CCC1CCCCC1,O=Cc1ccco1,-3.95,6593,Exp,Train,-3.9736016
O=C1c2ccccc2-c2ccccc21,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-10.48,20503,Exp,Train,-10.402082
C,CCCCCCCCCCC,0.27,364,Exp,Train,0.263229
O=O,ClC(Cl)Cl,0.97,20928,Exp,Train,0.9863404
CCO,CCNC=O,-4.9,10728,Exp,Train,-4.846276
Cc1cn(C)c(=O)[nH]c1=O,ClC(Cl)Cl,-9.71,15709,Exp,Train,-9.786647
N#N,CCCCCCO,1.3,17386,Exp,Train,1.3111867
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,O,-6.67,8927,Exp,Train,-6.684729
CC(C)C(C)C(C)C,CC1COC(=O)O1,-2.86,3611,Exp,Train,-2.8413506
CC(C)CO,CCCOCCC,-4.78,4199,Exp,Train,-4.6984854
CNC,CCCCCCCCO,-2.73,12509,Exp,Train,-2.6861215
CCNc1nc(NC(C)CC)nc(OC)n1,O,-9.89,10670,Exp,Train,-9.513134
C[S](C)(c1cc(Cl)c(Br)cc1Cl)=P([O-])([O-])[O-],O,-5.7,14429,Exp,Train,-5.275909
CCCCCC,CCOc1ccccc1,-3.49,7789,Exp,Train,-3.4835591
CCCCCCCC(C)O,CCCCCCCC(C)O,-8.34,8136,Exp,Train,-8.32261
CCCC(C)(C)C,C=CCCCCCCCCCCCCCC,-3.7,6798,Exp,Train,-3.7568057
C=CC(=O)OCCO,C=CC(=O)OCCO,-8.85,1534,Exp,Train,-8.613074
FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,-3.8,17026,Exp,Train,-3.7753243
CN(C)CCN(C)C,CN(C)CCN(C)C,-5.3,12112,Exp,Train,-5.2882643
ClC=C(Cl)Cl,O,-0.425,16055,Exp,Train,-0.43257105
CC,NCCOCCO,0.38,4910,Exp,Train,0.3862127
CCCCCC,CCCCCCCCN(CCCCCCCC)CCCCCCCC,-3.49,7762,Exp,Train,-3.4371214
CCCCCCCC,CC(C)OC(C)C,-5.335,8162,Exp,Train,-5.2826576
CCCC(C)C,COC(C)=O,-3.14,6917,Exp,Train,-3.1324923
Fc1ccccc1,N#Cc1ccccc1,-4.53,17147,Exp,Train,-4.5190167
FC(F)OC(F)F,FC(F)OC(F)F,-2.94,17024,Exp,Train,-2.9221869
CCCCCCCC,CC(O)CO,-2.84,8164,Exp,Train,-2.8097968
CCCCOC(C)=O,C1CCCCC1,-4.94,9647,Exp,Train,-4.8925257
CC#N,CCCCO,-3.55,2244,Exp,Train,-3.4554348
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,CC(C)CO,-12.73,19396,Exp,Train,-12.923348
CCCCC#N,[H]O[H],-3.42,7131,Exp,Train,-3.2996883
O=C1c2ccccc2-c2ccccc21,CC(C)CCO,-10.46,20479,Exp,Train,-10.627804
CCc1ccccc1,O=Cc1ccco1,-5.04,11809,Exp,Train,-5.122816
CCCCN(CCC)N=O,O,-5.12,9412,Exp,Train,-5.0204315
O=c1c2ccccc2sc2ccccc12,CCCCCCO,-11.99,21670,Exp,Train,-12.037339
CC(N)CN,CC(N)CN,-5.84,4740,Exp,Train,-5.778764
CCc1ccccc1,CN(C)C=O,-5.41,11798,Exp,Train,-5.4711924
CCC1CCCCC1,CCCC#N,-4.46,6537,Exp,Train,-4.4593167
CCCCCCCC,CC(=O)O,-3.945,8154,Exp,Train,-3.9539788
CC(Cl)Cl,ClC(Cl)(Cl)Cl,-3.78,4675,Exp,Train,-3.837487
CSC,ClC(Cl)(Cl)Cl,-3.6,14128,Exp,Train,-3.573744
CN,O,-4.56,12278,Exp,Train,-4.6665154
CC(C)O,CC(=O)N(C)C,-5.29,4345,Exp,Train,-5.2646294
CC1=CCC(=C(C)C)CCC(C)=CCC1,O,-0.37,5248,Exp,Train,-0.43299428
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,CC(C)(C)O,-13.11,19392,Exp,Train,-13.251818
Cc1ccccc1Cl,Cc1ccccc1Cl,-6.34,15573,Exp,Train,-6.3765187
C=C(C)C,CCCCCCC,-2.44,1180,Exp,Train,-2.4032304
OCCCc1ccccc1,O,-6.92,21955,Exp,Train,-6.8635125
Cc1ccccc1,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-4.78,15390,Exp,Train,-4.74144
C1COCCO1,CN1CCN(C)C1=O,-4.62,1015,Exp,Train,-4.677977
C=CCC,ClC(Cl)(Cl)Cl,-2.5,1797,Exp,Train,-2.5085924
O=[N+]([O-])c1ccc(O)cc1,CCCCCC,-7.93,21386,Exp,Train,-7.904105
CC(C)(C)O,CCCCO,-5.13,3244,Exp,Train,-5.0304036
c1ccc2ccccc2c1,CC(C)CC(C)(C)C,-6.92,23339,Exp,Train,-6.9618773
C1CCCCC1,CCCCCN(CCCCC)CCCCC,-4.01,754,Exp,Train,-3.9979944
CCOCC,ClCCCl,-3.44,11240,Exp,Train,-3.4149609
c1ccc2c(c1)Cc1ccccc1O2,C1COCCO1,-10.79,23043,Exp,Train,-10.784588
O,CCCC(C)CC,-0.47,18525,Exp,Train,-0.47497106
Clc1ccccc1,O,-1.13,16634,Exp,Train,-1.125939
CCCCCCC,OCCCCCO,-2.53,8065,Exp,Train,-2.4811509
CCCc1cccc(C)c1C,CCCc1cccc(C)c1C,-7.61,10232,Exp,Train,-7.474937
CC(=O)OCCC(C)C,CCCCCCCCO,-5.34,2806,Exp,Train,-5.222643
Oc1ccc(Cl)cc1,Cc1ccc(C)cc1,-8.29,22227,Exp,Train,-8.348828
CCCCCC(C)=O,C1CCCCC1,-5.47,7650,Exp,Train,-5.4003997
C=CCCCCCC,NCCO,-2.07,1985,Exp,Train,-2.0401623
c1ccc2ccccc2c1,CC(C)O,-6.9,23342,Exp,Train,-6.961301
CCI,CCOC(C)=O,-4.04,10336,Exp,Train,-4.045251
CCCCC,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.06,7497,Exp,Train,-1.9985406
COc1ccccc1C(=O)O,CO,-11.76,14017,Exp,Train,-11.76249
O,CCO,-5.05,18545,Exp,Train,-5.1911106
CCOC(C)=O,CCCCC,-3.69,11108,Exp,Train,-3.676377
ClC(Cl)(Cl)Cl,CCCCOC(C)=O,-4.26,15889,Exp,Train,-4.25335
CN(C)C(=O)Nc1ccc(Cl)cc1,C1CCOC1,-13.74,11981,Exp,Train,-13.658721
c1ccc2c(c1)OCCOCCOCCOCCO2,O,-14.39,23145,Exp,Train,-13.9977665
CCCCP(=O)(CCCC)CCCC,O,-11.09,9776,Exp,Train,-8.790825
CCCCCl,CCCCCC,-4.05,9369,Exp,Train,-4.0408397
ClC(Cl)(Cl)Cl,CCCOCCC,-4.25,15893,Exp,Train,-4.2382617
CCCOCCC,CN(C)C=O,-3.62,10134,Exp,Train,-3.591487
c1ccccc1,O,-0.87,23499,Exp,Train,-0.9703068
c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCl,-12.82,22783,Exp,Train,-12.8773
CCSSCC,CCCCCCCCCCCCCCCC,-5.74,11572,Exp,Train,-5.6696444
C[N+](=O)[O-],CN1CCCC1=O,-5.53,14378,Exp,Train,-5.486737
COc1ccc(C(=O)O)cc1,CC(C)CO,-11.46,13656,Exp,Train,-11.497293
COC(C)=O,CCCCC,-3.13,13041,Exp,Train,-3.0939405
C=C1CCC23C(C)CCC(C(C)C)C2C13,O,0.63,1399,Exp,Train,0.6410275
CCCC#N,CCCCCO,-4.47,6676,Exp,Train,-4.378871
O=C(O)c1ccccc1O,CC(C)(C)O,-10.42,19876,Exp,Train,-10.344749
CCCCCCCCCCCS,CCCCCCCCCCCS,-9.34,8873,Exp,Train,-9.189077
CCCCC,O=Cc1ccco1,-1.8,7514,Exp,Train,-1.8162811
CC(C=O)c1ccccc1,CC(C=O)c1ccccc1,-7.02,4563,Exp,Train,-7.1257715
