solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index,solvent_iupac_name,m062x,AE,SE
CCCCCO,CCCCCCCCCC,,-4.04,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.12,CCCCCO,CCCCCCCCCC,CCCCCO.CCCCCCCCCC,True,9252,n-Decane,-4.18,0.13999999999999968,0.01959999999999991
CCCCCCCCF,CCCCCCCCCCCCCCCC,,-5.25,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCCCCF,CCCCCCCCCCCCCCCC,CCCCCCCCF.CCCCCCCCCCCCCCCC,True,8947,n-Hexadecane,-5.11,0.13999999999999968,0.01959999999999991
Nc1ccccc1,Cc1ccccc1C,,-6.1,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Nc1ccccc1,Cc1ccccc1C,Nc1ccccc1.Cc1ccccc1C,True,18364,o-Xylene,-5.96,0.13999999999999968,0.01959999999999991
CCOc1ccccc1,CCCCCCCCCCCCCCCC,,-5.64,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOc1ccccc1,CCCCCCCCCCCCCCCC,CCOc1ccccc1.CCCCCCCCCCCCCCCC,True,11478,n-Hexadecane,-5.5,0.13999999999999968,0.01959999999999991
Clc1ccccc1Cl,O,,-1.38,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,Clc1ccccc1Cl,O,Clc1ccccc1Cl.O,True,16653,Water,-1.24,0.1399999999999999,0.01959999999999997
C=C,CCCCO,,-0.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C=C,CCCCO,C=C.CCCCO,True,1343,1-Butanol,-0.6,0.13999999999999996,0.01959999999999999
CC(C)C12CC1C(=C)C=C2,O,,-0.12,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],C=C1C=CC2(C(C)C)CC12,O,C=C1C=CC2(C(C)C)CC12.O,True,1389,Water,0.02,0.13999999999999999,0.019599999999999996
CC1=CCC(=C(C)C)CC1,O,,0.16,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],CC1=CCC(=C(C)C)CC1,O,CC1=CCC(=C(C)C)CC1.O,True,5247,Water,0.3,0.13999999999999999,0.019599999999999996
c1ccc(cc1)C(F)(F)F,O,,-0.25,10.1016/j.cej.2021.129307,['FreeSolv (entry number=56)'],FC(F)(F)c1ccccc1,O,FC(F)(F)c1ccccc1.O,True,16963,Water,-0.39,0.14,0.019600000000000003
CCC,CS(=O)C,,-0.36,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=57189)'],CCC,CS(C)=O,CCC.CS(C)=O,True,6416,DiMethylSulfoxide,-0.5,0.14,0.019600000000000003
C,CCCO,,0.4,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C,CCCO,C.CCCO,True,379,1-Propanol,0.54,0.14,0.019600000000000003
CC(C)C,CCOCC,,-2.33,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC(C)C,CCOCC,CC(C)C.CCOCC,True,3725,DiethylEther,-2.47,0.14000000000000012,0.019600000000000034
CC(C)C(C)C,CC#N,,-2.4,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=31319)'],CC(C)C(C)C,CC#N,CC(C)C(C)C.CC#N,True,3671,Acetonitrile,-2.54,0.14000000000000012,0.019600000000000034
CC=CC,CC(=O)N(C)C,,-2.17,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC=CC,CC(=O)N(C)C,CC=CC.CC(=O)N(C)C,True,5570,"n,n-DiMethylAcetamide",-2.31,0.14000000000000012,0.019600000000000034
c1ccc(cc1)Oc2ccccc2,O,,-2.87,10.1016/j.cej.2021.129307,['FreeSolv (entry number=347)'],c1ccc(Oc2ccccc2)cc1,O,c1ccc(Oc2ccccc2)cc1.O,True,22935,Water,-2.73,0.14000000000000012,0.019600000000000034
CC=CC,C(=O)N(C)C,,-2.11,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC=CC,CN(C)C=O,CC=CC.CN(C)C=O,True,5573,"n,n-DiMethylFormamide",-2.25,0.14000000000000012,0.019600000000000034
CC(=C)C,CCCCCCCC,,-2.41,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=54115)']",C=C(C)C,CCCCCCCC,C=C(C)C.CCCCCCCC,True,1181,n-Octane,-2.27,0.14000000000000012,0.019600000000000034
CCCCC,CO,,-2.29,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=47656)', 'CompSol Binary (entry number=47659)', 'CompSol Binary (entry number=47660)']",CCCCC,CO,CCCCC.CO,True,7477,Methanol,-2.43,0.14000000000000012,0.019600000000000034
ClCl,c1cccc(C)c1C,,-2.08,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],ClCl,Cc1ccccc1C,ClCl.Cc1ccccc1C,True,16223,o-Xylene,-2.22,0.14000000000000012,0.019600000000000034
CCC(C)O,CCCCCCCC,,-3.26,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCC(C)O,CCCCCCCC,CCC(C)O.CCCCCCCC,True,6207,n-Octane,-3.4,0.14000000000000012,0.019600000000000034
CC(=O)OC1C(C2CCC1(C2)C)(C)C,O,,-2.69,10.1016/j.cej.2021.129307,['Abraham Paper (A24)'],CC(=O)OC1C2(C)CCC(C2)C1(C)C,O,CC(=O)OC1C2(C)CCC(C2)C1(C)C.O,True,2746,Water,-2.83,0.14000000000000012,0.019600000000000034
CC(C)(C)C(=O)OC,O,,-2.4,10.1016/j.cej.2021.129307,['FreeSolv (entry number=242)'],COC(=O)C(C)(C)C,O,COC(=O)C(C)(C)C.O,True,12723,Water,-2.54,0.14000000000000012,0.019600000000000034
CC(C)(C)OC,CC(=O)N(C)C,,-3.29,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",COC(C)(C)C,CC(=O)N(C)C,COC(C)(C)C.CC(=O)N(C)C,True,12993,"n,n-DiMethylAcetamide",-3.15,0.14000000000000012,0.019600000000000034
CC(C)(C)OC,C(=O)N(C)C,,-3.18,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",COC(C)(C)C,CN(C)C=O,COC(C)(C)C.CN(C)C=O,True,13011,"n,n-DiMethylFormamide",-3.04,0.14000000000000012,0.019600000000000034
CCCCCCCCCCCCCCO,O,,-3.08,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",CCCCCCCCCCCCCCO,O,CCCCCCCCCCCCCCO.O,True,8823,Water,-2.94,0.14000000000000012,0.019600000000000034
CCC(=O)OC,CCCCC,,-3.69,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCC(=O)OC,CCCCC,CCC(=O)OC.CCCCC,True,5758,n-Pentane,-3.55,0.14000000000000012,0.019600000000000034
CCCN,CCCCOCCCC,,-2.92,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",CCCN,CCCCOCCCC,CCCN.CCCCOCCCC,True,9914,DiButylEther,-3.06,0.14000000000000012,0.019600000000000034
CCCS,CCCCCCCCCCCCCCCC,,-3.66,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCS,CCCCCCCCCCCCCCCC,CCCS.CCCCCCCCCCCCCCCC,True,10175,n-Hexadecane,-3.52,0.14000000000000012,0.019600000000000034
CCCCCC,CC(C)OC(C)C,,-3.98,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=17288)'],CCCCCC,CC(C)OC(C)C,CCCCCC.CC(C)OC(C)C,True,7730,DiIsoPropylEther,-3.84,0.14000000000000012,0.019600000000000034
CCCCCCCO,Brc1ccccc1,,-6.68,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCCCO,Brc1ccccc1,CCCCCCCO.Brc1ccccc1,True,9032,BromoBenzene,-6.82,0.14000000000000057,0.01960000000000016
CCCCCCCCCCCCCCO,CC(O)C,,-12.35,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CCCCCCCCCCCCCCO,CC(C)O,CCCCCCCCCCCCCCO.CC(C)O,True,8817,2-Propanol,-12.49,0.14000000000000057,0.01960000000000016
Oc1ccccc1,CCCCCCCCCCCCCCCC,,-5.14,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Oc1ccccc1,CCCCCCCCCCCCCCCC,Oc1ccccc1.CCCCCCCCCCCCCCCC,True,22345,n-Hexadecane,-5.28,0.14000000000000057,0.01960000000000016
C1=CC(=CC=C1C(=O)O)O,CC(=O)C,,-11.51,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",O=C(O)c1ccc(O)cc1,CC(C)=O,O=C(O)c1ccc(O)cc1.CC(C)=O,True,19574,Acetone,-11.65,0.14000000000000057,0.01960000000000016
C1CC=CC=C1,C1CCC2CCCCC2C1,,-4.14,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=60833)'],C1=CCCC=C1,C1CCC2CCCCC2C1,C1=CCCC=C1.C1CCC2CCCCC2C1,True,575,Decalin,-4.28,0.14000000000000057,0.01960000000000016
C(Cl)(Cl)Cl,CCC(=O)C,,-4.72,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",ClC(Cl)Cl,CCC(C)=O,ClC(Cl)Cl.CCC(C)=O,True,15968,Butanone,-4.86,0.14000000000000057,0.01960000000000016
CC(O)=O,CC(C)CO,,-6.8,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)O,CC(C)CO,CC(=O)O.CC(C)CO,True,2673,2-Methyl-1-Propanol,-6.94,0.14000000000000057,0.01960000000000016
C(=O)N,O,,-10.19,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A26)', 'Abraham Paper (A5)']",NC=O,O,NC=O.O,True,17770,Water,-10.33,0.14000000000000057,0.01960000000000016
O=C1N(C2=C(C(C3=CC=CC=C3)=NC1O)C=C(Cl)C=C2)C,CCO,,-18.62,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CCO,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21.CCO,True,12291,Ethanol,-18.76,0.14000000000000057,0.01960000000000016
CCCO,CCCCCCCCCCCCCCCC,,-2.7350000000000003,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,CCCO,CCCCCCCCCCCCCCCC,CCCO.CCCCCCCCCCCCCCCC,True,9975,n-Hexadecane,-2.88,0.14499999999999957,0.021024999999999877
COC(C)(C)C,CCCCCCCCO,,-3.505,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,COC(C)(C)C,CCCCCCCCO,COC(C)(C)C.CCCCCCCCO,True,13003,n-Octanol,-3.65,0.14500000000000002,0.021025000000000005
CCCCCCCC,CC(=O)c1ccccc1,,-4.265000000000001,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,CCCCCCCC,CC(=O)c1ccccc1,CCCCCCCC.CC(=O)c1ccccc1,True,8155,AcetoPhenone,-4.12,0.14500000000000046,0.021025000000000134
CC(=O)NC1=CC=CC=C1,O,,-9.79,10.1016/j.cej.2021.129307,['Abraham Paper (A8)'],CC(=O)Nc1ccccc1,O,CC(=O)Nc1ccccc1.O,True,2648,Water,-9.64,0.14999999999999858,0.022499999999999572
C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2,CCCCO,,-13.36,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=S(=O)(c1ccccc1)c1ccccc1,CCCCO,O=S(=O)(c1ccccc1)c1ccccc1.CCCCO,True,21079,1-Butanol,-13.21,0.14999999999999858,0.022499999999999572
Nc1ccccc1,O,,-5.63,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.14,Nc1ccccc1,O,Nc1ccccc1.O,True,18369,Water,-5.48,0.14999999999999947,0.02249999999999984
CCCC(O)=O,Cc1ccccc1C,,-5.3,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCC(=O)O,Cc1ccccc1C,CCCC(=O)O.Cc1ccccc1C,True,6729,o-Xylene,-5.15,0.14999999999999947,0.02249999999999984
C1=CC=C2C=CC=CC2=C1,CCCCCO,,-6.89,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",c1ccc2ccccc2c1,CCCCCO,c1ccc2ccccc2c1.CCCCCO,True,23352,1-Pentanol,-6.74,0.14999999999999947,0.02249999999999984
ClCC(Cl)Cl,CCCCCCCCCCCCCCCC,,-4.49,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,ClCC(Cl)Cl,CCCCCCCCCCCCCCCC,ClCC(Cl)Cl.CCCCCCCCCCCCCCCC,True,16071,n-Hexadecane,-4.64,0.14999999999999947,0.02249999999999984
CCCCCCC,COC1=CC=CC=C1,,-4.06,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=47977)', 'CompSol Binary (entry number=47978)']",CCCCCCC,COc1ccccc1,CCCCCCC.COc1ccccc1,True,8036,Anisole,-3.91,0.14999999999999947,0.02249999999999984
C1CCCCC1,ClC(Cl)(Cl)Cl,,-4.44,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=57878)', 'CompSol Binary (entry number=57879)']",C1CCCCC1,ClC(Cl)(Cl)Cl,C1CCCCC1.ClC(Cl)(Cl)Cl,True,797,CarbonTetraChloride,-4.59,0.14999999999999947,0.02249999999999984
Oc1ccccc1,ClC(Cl)=C(Cl)Cl,,-6.1,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Oc1ccccc1,ClC(Cl)=C(Cl)Cl,Oc1ccccc1.ClC(Cl)=C(Cl)Cl,True,22362,TetraChloroEthene,-5.95,0.14999999999999947,0.02249999999999984
CC(C)CCC(C)C,ClC(Cl)(Cl)Cl,,-5.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=57565)', 'CompSol Binary (entry number=57566)']",CC(C)CCC(C)C,ClC(Cl)(Cl)Cl,CC(C)CCC(C)C.ClC(Cl)(Cl)Cl,True,4033,CarbonTetraChloride,-4.86,0.14999999999999947,0.02249999999999984
CC1CCCCC1,CCC(=O)C,,-4.12,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC1CCCCC1,CCC(C)=O,CC1CCCCC1.CCC(C)=O,True,5419,Butanone,-3.97,0.1499999999999999,0.022499999999999975
CN(C)C,Cc1ccccc1C,,-2.63,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CN(C)C,Cc1ccccc1C,CN(C)C.Cc1ccccc1C,True,12057,o-Xylene,-2.48,0.1499999999999999,0.022499999999999975
CCCCCCCCCO,O,,-3.9,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'FreeSolv (entry number=369)', 'CompSol Binary (entry number=63102)', 'CompSol Binary (entry number=63115)']",CCCCCCCCCO,O,CCCCCCCCCO.O,True,8923,Water,-3.75,0.1499999999999999,0.022499999999999975
CCCC(C)C,C1=CC=CC=C1,,-3.61,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=32503)', 'CompSol Binary (entry number=32504)']",CCCC(C)C,c1ccccc1,CCCC(C)C.c1ccccc1,True,6941,Benzene,-3.76,0.1499999999999999,0.022499999999999975
C1CCCCC1,c1ccccc1C#N,,-3.54,10.1016/j.cej.2021.129307,"['Abraham Paper (A26)', 'CompSol Binary (entry number=33863)', 'CompSol Binary (entry number=33864)', 'CompSol Binary (entry number=33866)', 'CompSol Binary (entry number=33867)']",C1CCCCC1,N#Cc1ccccc1,C1CCCCC1.N#Cc1ccccc1,True,812,BenzoNitrile,-3.69,0.1499999999999999,0.022499999999999975
CCC(C)CC,CC#N,,-2.58,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=31416)', 'CompSol Binary (entry number=31417)']",CCC(C)CC,CC#N,CCC(C)CC.CC#N,True,6154,Acetonitrile,-2.73,0.1499999999999999,0.022499999999999975
CC(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,,-3.7,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,CC(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,CC(Cl)(Cl)Cl.CCCCCCCCCCCCCCCC,True,4644,n-Hexadecane,-3.85,0.1499999999999999,0.022499999999999975
CCCCCC,CC1=CC=CC=N1,,-3.5,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=24179)'],CCCCCC,Cc1ccccn1,CCCCCC.Cc1ccccn1,True,7810,2-MethylPyridine,-3.35,0.1499999999999999,0.022499999999999975
CCCOC(=O)C1=CC=CC=C1O,O,,-3.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)']",CCCOC(=O)c1ccccc1O,O,CCCOC(=O)c1ccccc1O.O,True,10051,Water,-3.81,0.1499999999999999,0.022499999999999975
C1CCC=CC1,C(=O)N(C)C,,-3.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",C1=CCCCC1,CN(C)C=O,C1=CCCCC1.CN(C)C=O,True,593,"n,n-DiMethylFormamide",-3.81,0.1499999999999999,0.022499999999999975
CCOCCOCC,O,,-3.54,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOCCOCC,O,CCOCCOCC.O,True,11273,Water,-3.39,0.1499999999999999,0.022499999999999975
CCCCCC,CCCCCCCCCCCCCCCCI,,-3.26,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCC,CCCCCCCCCCCCCCCCI,CCCCCC.CCCCCCCCCCCCCCCCI,True,7759,1-IodoHexaDecane,-3.11,0.1499999999999999,0.022499999999999975
CC=C,CCCCCCC,,-1.74,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=41658)']",C=CC,CCCCCCC,C=CC.CCCCCCC,True,1640,Heptane,-1.89,0.1499999999999999,0.022499999999999975
CCCN,CCCN,,-3.9,Compsol pure,solute-solvent same,CCCN,CCCN,CCCN.CCCN,True,9916,PropylAmine,-4.05,0.1499999999999999,0.022499999999999975
CCCCCC,CCCCCC(=O)C,,-3.54,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=21333)'],CCCCCC,CCCCCC(C)=O,CCCCCC.CCCCCC(C)=O,True,7749,2-Heptanone,-3.39,0.1499999999999999,0.022499999999999975
CCCCCC1=CC=CC=C1,O,,-0.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A11)', 'Abraham Paper (A11)', 'FreeSolv (entry number=65)']",CCCCCc1ccccc1,O,CCCCCc1ccccc1.O,True,9355,Water,-0.38,0.15,0.0225
C,ClC(Cl)(Cl)Cl,,0.19,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],C,ClC(Cl)(Cl)Cl,C.ClC(Cl)(Cl)Cl,True,395,CarbonTetraChloride,0.04,0.15,0.0225
CC,C1CCC2CCCCC2C1,,-0.75,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=35301)'],CC,C1CCC2CCCCC2C1,CC.C1CCC2CCCCC2C1,True,4862,Decalin,-0.9,0.15000000000000002,0.022500000000000006
CCC1=CC=CS1,O,,-0.93,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=63833)'],CCc1cccs1,O,CCc1cccs1.O,True,11839,Water,-0.78,0.15000000000000002,0.022500000000000006
C=C,c1ccc(C)cc1C,,-0.61,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],C=C,Cc1cccc(C)c1,C=C.Cc1cccc(C)c1,True,1356,m-Xylene,-0.76,0.15000000000000002,0.022500000000000006
CCCC,CCO,,-1.91,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCCC,CCO,CCCC.CCO,True,7036,Ethanol,-2.06,0.15000000000000013,0.02250000000000004
CC,CCOCC,,-1.16,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC,CCOCC,CC.CCOCC,True,4895,DiethylEther,-1.31,0.15000000000000013,0.02250000000000004
C(F)(F)(F)F,CCCCCCCCCCO,,1.36,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",FC(F)(F)F,CCCCCCCCCCO,FC(F)(F)F.CCCCCCCCCCO,True,16930,1-Decanol,1.21,0.15000000000000013,0.02250000000000004
CCC=C,CCCCCO,,-2.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C=CCC,CCCCCO,C=CCC.CCCCCO,True,1788,1-Pentanol,-2.16,0.15000000000000036,0.022500000000000107
C1=CC=NC=C1,CC(=O)N(C)C,,-5.76,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",c1ccncc1,CC(=O)N(C)C,c1ccncc1.CC(=O)N(C)C,True,23532,"n,n-DiMethylAcetamide",-5.91,0.15000000000000036,0.022500000000000107
Clc1ccccc1,CCCCCCCCCCO,,-4.83,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Clc1ccccc1,CCCCCCCCCCO,Clc1ccccc1.CCCCCCCCCCO,True,16615,1-Decanol,-4.68,0.15000000000000036,0.022500000000000107
CCCCCCC,c1ccccc1C#N,,-3.76,10.1016/j.cej.2021.129307,"['Abraham Paper (A26)', 'CompSol Binary (entry number=33880)', 'CompSol Binary (entry number=33881)', 'CompSol Binary (entry number=33882)', 'CompSol Binary (entry number=33885)']",CCCCCCC,N#Cc1ccccc1,CCCCCCC.N#Cc1ccccc1,True,8054,BenzoNitrile,-3.91,0.15000000000000036,0.022500000000000107
CCC1CCCCC1,CCCC#N,,-4.46,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=34311)', 'CompSol Binary (entry number=34312)', 'CompSol Binary (entry number=34313)']",CCC1CCCCC1,CCCC#N,CCC1CCCCC1.CCCC#N,True,6537,ButanoNitrile,-4.31,0.15000000000000036,0.022500000000000107
CCCCC,CCCCCCCCCC,,-3.16,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=37170)', 'CompSol Binary (entry number=37171)']",CCCCC,CCCCCCCCCC,CCCCC.CCCCCCCCCC,True,7438,n-Decane,-3.01,0.15000000000000036,0.022500000000000107
CC(C)O,CC(=O)OCC,,-4.13,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CC(C)O,CCOC(C)=O,CC(C)O.CCOC(C)=O,True,4368,EthylEthanoate,-4.28,0.15000000000000036,0.022500000000000107
CCCC1=CC=CC=C1,CCCCCCCCO,,-5.58,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'CompSol Binary (entry number=13645)']",CCCc1ccccc1,CCCCCCCCO,CCCc1ccccc1.CCCCCCCCO,True,10242,n-Octanol,-5.43,0.15000000000000036,0.022500000000000107
CCCc1ccc(cc1)O,O,,-5.21,10.1016/j.cej.2021.129307,['FreeSolv (entry number=301)'],CCCc1ccc(O)cc1,O,CCCc1ccc(O)cc1.O,True,10229,Water,-5.36,0.15000000000000036,0.022500000000000107
CCC(O)=O,CCCCCO,,-7.09,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCC(=O)O,CCCCCO,CCC(=O)O.CCCCCO,True,5730,1-Pentanol,-7.24,0.15000000000000036,0.022500000000000107
COC1=CC=CC=C1C(=O)O,CCO,,-11.5,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",COc1ccccc1C(=O)O,CCO,COc1ccccc1C(=O)O.CCO,True,14010,Ethanol,-11.65,0.15000000000000036,0.022500000000000107
COC1=CC=CC=C1C(=O)O,CCCO,,-11.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",COc1ccccc1C(=O)O,CCCO,COc1ccccc1C(=O)O.CCCO,True,14007,1-Propanol,-11.38,0.15000000000000036,0.022500000000000107
C1=CC=C(C=C1)C2=CC=CC=C2,OCC(C)C,,-8.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",c1ccc(-c2ccccc2)cc1,CC(C)CO,c1ccc(-c2ccccc2)cc1.CC(C)CO,True,22833,2-Methyl-1-Propanol,-8.18,0.15000000000000036,0.022500000000000107
Cc1ccccc1,O=C1CCCCC1,,-5.09,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.04,Cc1ccccc1,O=C1CCCCC1,Cc1ccccc1.O=C1CCCCC1,True,15459,CycloHexanone,-5.24,0.15000000000000036,0.022500000000000107
CCCOC(C)=O,c1ccccc1,,-5.21,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCOC(C)=O,c1ccccc1,CCCOC(C)=O.c1ccccc1,True,10097,Benzene,-5.36,0.15000000000000036,0.022500000000000107
COC1=CC=CC=C1C(=O)O,CC(O)(C)C,,-11.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",COc1ccccc1C(=O)O,CC(C)(C)O,COc1ccccc1C(=O)O.CC(C)(C)O,True,13969,2-Methyl-2-Propanol,-10.86,0.15000000000000036,0.022500000000000107
CCCCN,CCCCCCCCO,,-5.33,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCN,CCCCCCCCO,CCCCN.CCCCCCCCO,True,9446,n-Octanol,-5.18,0.15000000000000036,0.022500000000000107
CC(C)CCO,CC#N,,-5.58,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=31403)'],CC(C)CCO,CC#N,CC(C)CCO.CC#N,True,4123,Acetonitrile,-5.73,0.15000000000000036,0.022500000000000107
CCCCCCC,c1cc(C)ccc1C,,-4.58,10.1016/j.cej.2021.129307,"['Abraham Paper (A30)', 'CompSol Binary (entry number=7446)', 'CompSol Binary (entry number=7453)', 'CompSol Binary (entry number=7454)']",CCCCCCC,Cc1ccc(C)cc1,CCCCCCC.Cc1ccc(C)cc1,True,8038,p-Xylene,-4.43,0.15000000000000036,0.022500000000000107
C1CCC(C1)O,CC(=O)C,,-6.28,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",OC1CCCC1,CC(C)=O,OC1CCCC1.CC(C)=O,True,21826,Acetone,-6.13,0.15000000000000036,0.022500000000000107
CC(=CCCC(C)(C=C)O)C,O,,-4.17,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=64595)'],C=CC(C)(O)CCC=C(C)C,O,C=CC(C)(O)CCC=C(C)C.O,True,1569,Water,-4.02,0.15000000000000036,0.022500000000000107
CCCCC(O)=O,CCCCO[P](=O)(OCCCC)OCCCC,,-8.82,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCC(=O)O,CCCCOP(=O)(OCCCC)OCCCC,CCCCC(=O)O.CCCCOP(=O)(OCCCC)OCCCC,True,7167,TriButylPhosphate,-8.67,0.15000000000000036,0.022500000000000107
