solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index
C=O,CCC(C)O,,-2.86,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C=O,CCC(C)O,C=O.CCC(C)O,True,2205
C=O,CCCCCCCCCCCCCCCC,,-0.99,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C=O,CCCCCCCCCCCCCCCC,C=O.CCCCCCCCCCCCCCCC,True,2206
C=O,CCCCCCCCO,,-3.23,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C=O,CCCCCCCCO,C=O.CCCCCCCCO,True,2207
C=O,CCCCCCO,,-3.42,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C=O,CCCCCCO,C=O.CCCCCCO,True,2208
C=O,CCCCCO,,-3.44,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C=O,CCCCCO,C=O.CCCCCO,True,2209
C=O,CCCCO,,-3.49,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C=O,CCCCO,C=O.CCCCO,True,2210
C=O,ClC(Cl)Cl,,0.12,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C=O,ClC(Cl)Cl,C=O.ClC(Cl)Cl,True,2211
C=O,O,,-2.75,10.1016/j.cej.2021.129307,['FreeSolv (entry number=177)'],C=O,O,C=O.O,True,2213
C=O,OCc1ccccc1,,-3.48,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C=O,OCc1ccccc1,C=O.OCc1ccccc1,True,2214
CBr,CBr,,-3.14,Compsol pure,solute-solvent same,CBr,CBr,CBr.CBr,True,2215
CBr,CCCCCCCCO,,-2.43,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CBr,CCCCCCCCO,CBr.CCCCCCCCO,True,2216
CBr,O,,-0.82,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CBr,O,CBr.O,True,2218
CC#CC,CC#CC,,-3.44,Compsol pure,solute-solvent same,CC#CC,CC#CC,CC#CC.CC#CC,True,2221
CCC#CC,CCC#CC,,-3.95,Compsol pure,solute-solvent same,CC#CCC,CC#CCC,CC#CCC.CC#CCC,True,2222
CCCC#CC,CCCC#CC,,-4.52,Compsol pure,solute-solvent same,CC#CCCC,CC#CCCC,CC#CCCC.CC#CCCC,True,2223
CC#N,C1=CC=C2C(=C1)C=CC=C2Br,,-3.45,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=8160)'],CC#N,Brc1cccc2ccccc12,CC#N.Brc1cccc2ccccc12,True,2227
CC#N,C1CCCCC1,,-1.87,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC#N,C1CCCCC1,CC#N.C1CCCCC1,True,2228
CC#N,O1CCCC1,,-4.3,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CC#N,C1CCOC1,CC#N.C1CCOC1,True,2229
CC#N,O1CCOCC1,,-4.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A33)', 'CompSol Binary (entry number=7798)']",CC#N,C1COCCO1,CC#N.C1COCCO1,True,2230
CC#N,CC#N,,-4.88,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.03,CC#N,CC#N,CC#N.CC#N,True,2231
CC#N,CC(=O)N(C)C,,-4.8,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC#N,CC(=O)N(C)C,CC#N.CC(=O)N(C)C,True,2232
CC#N,CC(=O)OCC1=CC=CC=C1,,-4.08,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=30983)'],CC#N,CC(=O)OCc1ccccc1,CC#N.CC(=O)OCc1ccccc1,True,2233
CC#N,CC(=O)C,,-3.83,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC#N,CC(C)=O,CC#N.CC(C)=O,True,2234
CC#N,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,,-1.87,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=18625)'],CC#N,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC#N.CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,True,2235
CC#N,CCC(=O)C,,-4.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC#N,CCC(C)=O,CC#N.CCC(C)=O,True,2236
CC#N,CCCCCC,,-2.41,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC#N,CCCCCC,CC#N.CCCCCC,True,2237
CC#N,CCCCCCC,,-2.17,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.11,CC#N,CCCCCCC,CC#N.CCCCCCC,True,2238
CC#N,CCCCCCCC,,-2.17,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC#N,CCCCCCCC,CC#N.CCCCCCCC,True,2239
CC#N,CCCCCCCCCCCCCCCC,,-2.205,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.17,CC#N,CCCCCCCCCCCCCCCC,CC#N.CCCCCCCCCCCCCCCC,True,2240
CC#N,CCCCCCCCO,,-3.15,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC#N,CCCCCCCCO,CC#N.CCCCCCCCO,True,2241
CC#N,ClCCCC,,-3.63,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CC#N,CCCCCl,CC#N.CCCCCl,True,2242
CC#N,C(=O)N(CCCC)CCCC,,-4.08,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC#N,CCCCN(C=O)CCCC,CC#N.CCCCN(C=O)CCCC,True,2243
CC#N,CCCCO,,-3.55,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC#N,CCCCO,CC#N.CCCCO,True,2244
CC#N,CCCCOCCCC,,-2.89,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",CC#N,CCCCOCCCC,CC#N.CCCCOCCCC,True,2245
CC#N,CCO,,-3.96,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC#N,CCO,CC#N.CCO,True,2246
CC#N,CC(=O)OCC,,-4.19,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CC#N,CCOC(C)=O,CC#N.CCOC(C)=O,True,2247
CC#N,CCOCC,,-3.61,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,CC#N,CCOCC,CC#N.CCOCC,True,2248
CC#N,C(=O)N(C)C,,-4.65,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC#N,CN(C)C=O,CC#N.CN(C)C=O,True,2249
CC#N,CN1CCCCC1=O,,-4.65,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC#N,CN1CCCCC1=O,CC#N.CN1CCCCC1=O,True,2250
CC#N,CNC(=O)C,,-4.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC#N,CNC(C)=O,CC#N.CNC(C)=O,True,2251
CC#N,CO,,-4.04,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC#N,CO,CC#N.CO,True,2252
CC#N,CC(C)(C)OC,,-3.67,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC#N,COC(C)(C)C,CC#N.COC(C)(C)C,True,2253
CC#N,CC(=O)OC,,-4.53,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CC#N,COC(C)=O,CC#N.COC(C)=O,True,2254
CC#N,c1cc(C)ccc1C,,-3.44,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CC#N,Cc1ccc(C)cc1,CC#N.Cc1ccc(C)cc1,True,2255
CC#N,ClC(Cl)(Cl)Cl,,-3.03,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CC#N,ClC(Cl)(Cl)Cl,CC#N.ClC(Cl)(Cl)Cl,True,2256
CC#N,ClC(Cl)Cl,,-4.4350000000000005,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CC#N,ClC(Cl)Cl,CC#N.ClC(Cl)Cl,True,2257
CC#N,ClCCCl,,-4.41,10.1016/j.cej.2021.129307,"['Abraham Paper (A34)', 'Abraham Paper (A7)']",CC#N,ClCCCl,CC#N.ClCCCl,True,2258
CC#N,ClCCl,,-4.71,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CC#N,ClCCl,CC#N.ClCCl,True,2259
CC#N,c1ccccc1Cl,,-3.74,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CC#N,Clc1ccccc1,CC#N.Clc1ccccc1,True,2260
CC#N,NC=O,,-4.37,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC#N,NC=O,CC#N.NC=O,True,2261
CC#N,O,,-3.905,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CC#N,O,CC#N.O,True,2263
CC#N,C1CCCCC1=O,,-4.3,10.1016/j.cej.2021.129307,['Abraham Paper (A4)'],CC#N,O=C1CCCCC1,CC#N.O=C1CCCCC1,True,2264
CC#N,[H]O[H],,-4.1,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=69231)'],CC#N,[H]O[H],CC#N.[H]O[H],True,2265
CC#N,C1=CC=C2C(=C1)C=CC=N2,,-3.98,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=56655)'],CC#N,c1ccc2ncccc2c1,CC#N.c1ccc2ncccc2c1,True,2266
CC(=CC(C)(C)C)CC(C)(C)C,CC(=CC(C)(C)C)CC(C)(C)C,,-6.41,Compsol pure,solute-solvent same,CC(=CC(C)(C)C)CC(C)(C)C,CC(=CC(C)(C)C)CC(C)(C)C,CC(=CC(C)(C)C)CC(C)(C)C.CC(=CC(C)(C)C)CC(C)(C)C,True,2269
CC(=O)C(O)=O,CC(=O)C(O)=O,,-7.26,Compsol pure,solute-solvent same,CC(=O)C(=O)O,CC(=O)C(=O)O,CC(=O)C(=O)O.CC(=O)C(=O)O,True,2288
CC(=O)C(C)(C)C,C1CCCCC1,,-4.42,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,C1CCCCC1,CC(=O)C(C)(C)C.C1CCCCC1,True,2292
CC(=O)C(C)(C)C,CC(=O)C(C)(C)C,,-5.01,Compsol pure,solute-solvent same,CC(=O)C(C)(C)C,CC(=O)C(C)(C)C,CC(=O)C(C)(C)C.CC(=O)C(C)(C)C,True,2293
CC(=O)C(C)(C)C,CC(C)c1ccccc1,,-4.81,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CC(C)c1ccccc1,CC(=O)C(C)(C)C.CC(C)c1ccccc1,True,2294
CC(=O)C(C)(C)C,CCCCC,,-4.43,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCC,CC(=O)C(C)(C)C.CCCCC,True,2295
CC(=O)C(C)(C)C,CCCCCC,,-4.34,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCCC,CC(=O)C(C)(C)C.CCCCCC,True,2296
CC(=O)C(C)(C)C,CCCCCCC,,-4.3,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCCCC,CC(=O)C(C)(C)C.CCCCCCC,True,2297
CC(=O)C(C)(C)C,CCCCCCCC,,-4.21,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCCCCC,CC(=O)C(C)(C)C.CCCCCCCC,True,2298
CC(=O)C(C)(C)C,CCCCCCCCC,,-4.19,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCCCCCC,CC(=O)C(C)(C)C.CCCCCCCCC,True,2299
CC(=O)C(C)(C)C,CCCCCCCCCC,,-4.15,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCCCCCCC,CC(=O)C(C)(C)C.CCCCCCCCCC,True,2300
CC(=O)C(C)(C)C,CCCCCCCCCCCCCCCC,,-3.94,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCCCCCCCCCCCCC,CC(=O)C(C)(C)C.CCCCCCCCCCCCCCCC,True,2301
CC(=O)C(C)(C)C,CCCCCCCCO,,-4.53,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCCCCCO,CC(=O)C(C)(C)C.CCCCCCCCO,True,2302
CC(=O)C(C)(C)C,CCCCCCCl,,-4.98,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCCCCl,CC(=O)C(C)(C)C.CCCCCCCl,True,2303
CC(=O)C(C)(C)C,CCCCc1ccccc1,,-4.77,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCCCc1ccccc1,CC(=O)C(C)(C)C.CCCCc1ccccc1,True,2304
CC(=O)C(C)(C)C,CCc1ccccc1,,-4.92,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,CCc1ccccc1,CC(=O)C(C)(C)C.CCc1ccccc1,True,2305
CC(=O)C(C)(C)C,Cc1cc(C)cc(C)c1,,-4.77,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,Cc1cc(C)cc(C)c1,CC(=O)C(C)(C)C.Cc1cc(C)cc(C)c1,True,2306
CC(=O)C(C)(C)C,Cc1cccc(C)c1C,,-4.8,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,Cc1cccc(C)c1C,CC(=O)C(C)(C)C.Cc1cccc(C)c1C,True,2307
CC(=O)C(C)(C)C,Cc1ccccc1,,-5.0,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,Cc1ccccc1,CC(=O)C(C)(C)C.Cc1ccccc1,True,2308
CC(=O)C(C)(C)C,Cc1ccccc1C,,-4.91,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,Cc1ccccc1C,CC(=O)C(C)(C)C.Cc1ccccc1C,True,2309
CC(=O)C(C)(C)C,Clc1ccccc1,,-5.25,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,Clc1ccccc1,CC(=O)C(C)(C)C.Clc1ccccc1,True,2310
CC(=O)C(C)(C)C,Fc1c(F)c(F)c(F)c(F)c1F,,-5.26,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,Fc1c(F)c(F)c(F)c(F)c1F,CC(=O)C(C)(C)C.Fc1c(F)c(F)c(F)c(F)c1F,True,2311
CC(=O)C(C)(C)C,O,,-3.0,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.11,CC(=O)C(C)(C)C,O,CC(=O)C(C)(C)C.O,True,2313
CC(=O)C(C)(C)C,C1CCc2ccccc2C1,,-4.19,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)C(C)(C)C,c1ccc2c(c1)CCCC2,CC(=O)C(C)(C)C.c1ccc2c(c1)CCCC2,True,2314
CC(=O)C(C)=O,CC(=O)C(C)=O,,-4.94,Compsol pure,solute-solvent same,CC(=O)C(C)=O,CC(=O)C(C)=O,CC(=O)C(C)=O.CC(=O)C(C)=O,True,2315
CC(=O)C(=O)C,O,,-4.3,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=63485)', 'CompSol Binary (entry number=63486)', 'CompSol Binary (entry number=63487)', 'CompSol Binary (entry number=63488)', 'CompSol Binary (entry number=63489)', 'CompSol Binary (entry number=63490)']",CC(=O)C(C)=O,O,CC(=O)C(C)=O.O,True,2317
CC(C(=O)C)C(=O)C,O,,-4.75,10.1016/j.cej.2021.129307,['Abraham Paper (A15)'],CC(=O)C(C)C(C)=O,O,CC(=O)C(C)C(C)=O.O,True,2318
CC(C)C(C)=O,CC(C)C(C)=O,,-4.81,Compsol pure,solute-solvent same,CC(=O)C(C)C,CC(=O)C(C)C,CC(=O)C(C)C.CC(=O)C(C)C,True,2319
CC(C)C(=O)C,CCCCCCCCCCCCCCCC,,-3.52,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=43195)'],CC(=O)C(C)C,CCCCCCCCCCCCCCCC,CC(=O)C(C)C.CCCCCCCCCCCCCCCC,True,2320
CC(C)C(=O)C,CCCCCCCCO,,-4.15,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'CompSol Binary (entry number=13397)']",CC(=O)C(C)C,CCCCCCCCO,CC(=O)C(C)C.CCCCCCCCO,True,2321
CC(C)C(=O)C,O,,-3.24,10.1016/j.cej.2021.129307,"['FreeSolv (entry number=273)', 'CompSol Binary (entry number=64687)']",CC(=O)C(C)C,O,CC(=O)C(C)C.O,True,2323
CC(C)C(=O)C,[H]O[H],,-3.22,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=69220)'],CC(=O)C(C)C,[H]O[H],CC(=O)C(C)C.[H]O[H],True,2324
CC(C(=O)C)O,O,,-4.29,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=64634)', 'CompSol Binary (entry number=64635)', 'CompSol Binary (entry number=64636)', 'CompSol Binary (entry number=64637)', 'CompSol Binary (entry number=64638)']",CC(=O)C(C)O,O,CC(=O)C(C)O.O,True,2326
CC(=O)C1CC1,O,,-4.61,10.1016/j.cej.2021.129307,['FreeSolv (entry number=393)'],CC(=O)C1CC1,O,CC(=O)C1CC1.O,True,2358
CC(=O)C1CCCCC1,O,,-3.9,10.1016/j.cej.2021.129307,['FreeSolv (entry number=484)'],CC(=O)C1CCCCC1,O,CC(=O)C1CCCCC1.O,True,2363
O=C(C1OC2=CC=CC=C2OCCOCCOCCOCCOC1)C,c1ccc(C)cc1C,,-19.17,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CC(=O)C1COCCOCCOCCOCCOc2ccccc2O1,Cc1cccc(C)c1,CC(=O)C1COCCOCCOCCOCCOc2ccccc2O1.Cc1cccc(C)c1,True,2366
O=C(C1OC2=CC=CC=C2OCCOCCOCCOCCOC1)C,O,,-17.8,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'Abraham Paper (A6)']",CC(=O)C1COCCOCCOCCOCCOc2ccccc2O1,O,CC(=O)C1COCCOCCOCCOCCOc2ccccc2O1.O,True,2367
CC(C)=CC(C)=O,CC(C)=CC(C)=O,,-5.69,Compsol pure,solute-solvent same,CC(=O)C=C(C)C,CC(=O)C=C(C)C,CC(=O)C=C(C)C.CC(=O)C=C(C)C,True,2368
CC(=O)CC(=O)C(C)(C)C,O,,-5.12,10.1016/j.cej.2021.129307,['Abraham Paper (A15)'],CC(=O)CC(=O)C(C)(C)C,O,CC(=O)CC(=O)C(C)(C)C.O,True,2375
CC(=O)CC(=O)C(F)(F)F,O,,-4.91,10.1016/j.cej.2021.129307,['Abraham Paper (A15)'],CC(=O)CC(=O)C(F)(F)F,O,CC(=O)CC(=O)C(F)(F)F.O,True,2376
CC(=O)CC(=O)OC(C)(C)C,CC(=O)CC(=O)OC(C)(C)C,,-7.31,Compsol pure,solute-solvent same,CC(=O)CC(=O)OC(C)(C)C,CC(=O)CC(=O)OC(C)(C)C,CC(=O)CC(=O)OC(C)(C)C.CC(=O)CC(=O)OC(C)(C)C,True,2389
CC(=O)CC(=O)C1=C(C(=C(C=C1)F)F)F,O,,-5.07,10.1016/j.cej.2021.129307,['Abraham Paper (A15)'],CC(=O)CC(=O)c1ccc(F)c(F)c1F,O,CC(=O)CC(=O)c1ccc(F)c(F)c1F.O,True,2392
CC(=O)CC(=O)C1=CC=CC=C1,CCCCCC,,-7.72,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC(=O)CC(=O)c1ccccc1,CCCCCC,CC(=O)CC(=O)c1ccccc1.CCCCCC,True,2393
CC(=O)CC(=O)C1=CC=CC=C1,CCCCCCC,,-7.87,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC(=O)CC(=O)c1ccccc1,CCCCCCC,CC(=O)CC(=O)c1ccccc1.CCCCCCC,True,2394
CC(=O)CC(=O)C1=CC=CC=C1,CCCCCCCC,,-7.76,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC(=O)CC(=O)c1ccccc1,CCCCCCCC,CC(=O)CC(=O)c1ccccc1.CCCCCCCC,True,2395
CC(=O)CC(=O)C1=CC=CC=C1,CCCCCCCCCC,,-7.76,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC(=O)CC(=O)c1ccccc1,CCCCCCCCCC,CC(=O)CC(=O)c1ccccc1.CCCCCCCCCC,True,2396
CC(=O)CC(=O)c1sccc1,O,,-6.08,10.1016/j.cej.2021.129307,['Abraham Paper (A15)'],CC(=O)CC(=O)c1cccs1,O,CC(=O)CC(=O)c1cccs1.O,True,2398
CC(=O)CC(C)(C)O,CC(=O)CC(C)(C)O,,-6.84,Compsol pure,solute-solvent same,CC(=O)CC(C)(C)O,CC(=O)CC(C)(C)O,CC(=O)CC(C)(C)O.CC(=O)CC(C)(C)O,True,2400
CC(=O)CC(=O)C,C1CCCCC1,,-4.89,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=35620)'],CC(=O)CC(C)=O,C1CCCCC1,CC(=O)CC(C)=O.C1CCCCC1,True,2407
CC(=O)CC(C)=O,CC(=O)CC(C)=O,,-5.83,Compsol pure,solute-solvent same,CC(=O)CC(C)=O,CC(=O)CC(C)=O,CC(=O)CC(C)=O.CC(=O)CC(C)=O,True,2408
CC(=O)CC(=O)C,CC(O)C,,-5.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(=O)CC(C)=O,CC(C)O,CC(=O)CC(C)=O.CC(C)O,True,2409
CC(=O)CC(=O)C,CCC(C)O,,-5.05,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=19595)'],CC(=O)CC(C)=O,CCC(C)O,CC(=O)CC(C)=O.CCC(C)O,True,2410
CC(=O)CC(=O)C,CCCO,,-5.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC(=O)CC(C)=O,CCCO,CC(=O)CC(C)=O.CCCO,True,2411
CC(=O)CC(=O)C,CCO,,-5.43,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=39143)'],CC(=O)CC(C)=O,CCO,CC(=O)CC(C)=O.CCO,True,2412
CC(=O)CC(=O)C,O,,-4.84,10.1016/j.cej.2021.129307,"['Abraham Paper (A15)', 'Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)']",CC(=O)CC(C)=O,O,CC(=O)CC(C)=O.O,True,2414
CC(C)CC(=O)C,O1CCOCC1,,-5.32,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CC(=O)CC(C)C,C1COCCO1,CC(=O)CC(C)C.C1COCCO1,True,2415
CC(C)CC(C)=O,CC(C)CC(C)=O,,-5.26,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.03,CC(=O)CC(C)C,CC(=O)CC(C)C,CC(=O)CC(C)C.CC(=O)CC(C)C,True,2416
CC(C)CC(=O)C,CC(=O)N(C)C,,-5.24,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(=O)CC(C)C,CC(=O)N(C)C,CC(=O)CC(C)C.CC(=O)N(C)C,True,2417
CC(C)CC(=O)C,CCCCCCCC,,-4.34,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC(=O)CC(C)C,CCCCCCCC,CC(=O)CC(C)C.CCCCCCCC,True,2418
CC(C)CC(=O)C,C(=O)N(CCCC)CCCC,,-5.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(=O)CC(C)C,CCCCN(C=O)CCCC,CC(=O)CC(C)C.CCCCN(C=O)CCCC,True,2419
CC(C)CC(=O)C,CCOP(=O)(OCC)OCC,,-4.94,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=55841)'],CC(=O)CC(C)C,CCOP(=O)(OCC)OCC,CC(=O)CC(C)C.CCOP(=O)(OCC)OCC,True,2420
CC(C)CC(=O)C,CN1CCCC1=O,,-5.14,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=11664)'],CC(=O)CC(C)C,CN1CCCC1=O,CC(=O)CC(C)C.CN1CCCC1=O,True,2421
CC(C)CC(=O)C,CN1CCCCC1=O,,-5.12,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(=O)CC(C)C,CN1CCCCC1=O,CC(=O)CC(C)C.CN1CCCCC1=O,True,2422
CC(C)CC(=O)C,CN1CCN(C1=O)C,,-4.91,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=6402)'],CC(=O)CC(C)C,CN1CCN(C)C1=O,CC(=O)CC(C)C.CN1CCN(C)C1=O,True,2423
CC(C)CC(=O)C,CNC(=O)C,,-4.82,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(=O)CC(C)C,CNC(C)=O,CC(=O)CC(C)C.CNC(C)=O,True,2424
CC(C)CC(=O)C,NC=O,,-4.19,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(=O)CC(C)C,NC=O,CC(=O)CC(C)C.NC=O,True,2425
CC(C)CC(=O)C,O,,-3.06,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'FreeSolv (entry number=521)']",CC(=O)CC(C)C,O,CC(=O)CC(C)C.O,True,2427
CC(C)CC(=O)C,C1COCCN1C=O,,-4.62,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=28673)']",CC(=O)CC(C)C,O=CN1CCOCC1,CC(=O)CC(C)C.O=CN1CCOCC1,True,2428
CC(C)CC(=O)C,C(COCCO)O,,-4.21,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=16785)'],CC(=O)CC(C)C,OCCOCCO,CC(=O)CC(C)C.OCCOCCO,True,2429
CC(C)CCC(C)=O,CC(C)CCC(C)=O,,-6.01,Compsol pure,solute-solvent same,CC(=O)CCC(C)C,CC(=O)CCC(C)C,CC(=O)CCC(C)C.CC(=O)CCC(C)C,True,2442
CC(C)CCC(=O)C,NC=O,,-4.52,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(=O)CCC(C)C,NC=O,CC(=O)CCC(C)C.NC=O,True,2443
